"","face","suit","value","game","win","start"
"29605","5","D",5,8129,0,1
"29606","A","D",1,8129,0,1
"29607","8","C",8,8129,0,0
"29608","4","H",4,8129,0,0
"29609","4","C",4,8129,0,0
"29610","J","H",10,8130,1,1
"29611","4","C",4,8130,1,1
"29612","4","S",4,8130,1,0
"29613","3","S",3,8130,1,0
"29614","10","D",10,8131,0,1
"29615","K","H",10,8131,0,1
"29616","7","D",7,8131,0,0
"29617","Q","H",10,8132,1,1
"29618","A","C",1,8132,1,1
"29619","3","H",3,8133,0,1
"29620","K","H",10,8133,0,1
"29621","A","S",1,8133,0,0
"29622","K","D",10,8133,0,0
"29623","2","C",2,8134,0,1
"29624","2","D",2,8134,0,1
"29625","A","C",1,8134,0,0
"29626","7","S",7,8134,0,0
"29627","Q","H",10,8134,0,0
"29628","Q","D",10,8135,0,1
"29629","5","S",5,8135,0,1
"29630","9","C",9,8135,0,0
"29631","4","D",4,8136,0,1
"29632","Q","D",10,8136,0,1
"29633","9","C",9,8136,0,0
"29634","3","H",3,8137,0,1
"29635","5","H",5,8137,0,1
"29636","A","H",1,8137,0,0
"29637","K","S",10,8137,0,0
"29638","10","D",10,8137,0,0
"29639","K","S",10,8138,0,1
"29640","3","H",3,8138,0,1
"29641","7","D",7,8138,0,0
"29642","K","H",10,8138,0,0
"29643","10","H",10,8139,0,1
"29644","5","S",5,8139,0,1
"29645","K","D",10,8139,0,0
"29646","9","S",9,8140,0,1
"29647","K","H",10,8140,0,1
"29648","8","S",8,8140,0,0
"29649","8","H",8,8141,0,1
"29650","Q","D",10,8141,0,1
"29651","J","C",10,8141,0,0
"29652","8","H",8,8142,0,1
"29653","7","S",7,8142,0,1
"29654","7","C",7,8142,0,0
"29655","7","C",7,8143,1,1
"29656","4","S",4,8143,1,1
"29657","3","H",3,8143,1,0
"29658","7","H",7,8143,1,0
"29659","A","D",1,8144,1,1
"29660","10","C",10,8144,1,1
"29661","6","C",6,8145,0,1
"29662","J","H",10,8145,0,1
"29663","A","D",1,8145,0,0
"29664","6","H",6,8145,0,0
"29665","A","H",1,8146,1,1
"29666","7","S",7,8146,1,1
"29667","2","D",2,8146,1,0
"29668","3","H",3,8146,1,0
"29669","5","C",5,8146,1,0
"29670","3","S",3,8146,1,0
"29671","3","H",3,8147,1,1
"29672","4","S",4,8147,1,1
"29673","6","S",6,8147,1,0
"29674","8","D",8,8147,1,0
"29675","Q","S",10,8148,0,1
"29676","5","C",5,8148,0,1
"29677","7","C",7,8148,0,0
"29678","2","C",2,8149,0,1
"29679","9","C",9,8149,0,1
"29680","A","D",1,8149,0,0
"29681","J","D",10,8149,0,0
"29682","4","S",4,8150,0,1
"29683","K","S",10,8150,0,1
"29684","4","H",4,8150,0,0
"29685","6","D",6,8150,0,0
"29686","2","D",2,8151,0,1
"29687","J","C",10,8151,0,1
"29688","7","D",7,8151,0,0
"29689","J","H",10,8151,0,0
"29690","Q","C",10,8152,0,1
"29691","4","S",4,8152,0,1
"29692","Q","S",10,8152,0,0
"29693","5","C",5,8153,0,1
"29694","3","C",3,8153,0,1
"29695","Q","S",10,8153,0,0
"29696","5","H",5,8153,0,0
"29697","K","C",10,8154,0,1
"29698","3","H",3,8154,0,1
"29699","6","S",6,8154,0,0
"29700","J","C",10,8154,0,0
"29701","K","C",10,8155,0,1
"29702","2","H",2,8155,0,1
"29703","K","S",10,8155,0,0
"29704","8","H",8,8156,1,1
"29705","4","S",4,8156,1,1
"29706","3","H",3,8156,1,0
"29707","6","H",6,8156,1,0
"29708","J","S",10,8157,0,1
"29709","Q","C",10,8157,0,1
"29710","Q","S",10,8157,0,0
"29711","8","C",8,8158,0,1
"29712","6","H",6,8158,0,1
"29713","5","D",5,8158,0,0
"29714","5","H",5,8158,0,0
"29715","A","H",1,8159,1,1
"29716","Q","S",10,8159,1,1
"29717","10","C",10,8160,0,1
"29718","3","H",3,8160,0,1
"29719","A","D",1,8160,0,0
"29720","4","C",4,8160,0,0
"29721","Q","D",10,8160,0,0
"29722","Q","D",10,8161,0,1
"29723","7","H",7,8161,0,1
"29724","5","S",5,8161,0,0
"29725","2","C",2,8162,0,1
"29726","6","C",6,8162,0,1
"29727","Q","D",10,8162,0,0
"29728","5","D",5,8162,0,0
"29729","4","C",4,8163,0,1
"29730","8","D",8,8163,0,1
"29731","Q","S",10,8163,0,0
"29732","A","S",1,8164,1,1
"29733","Q","C",10,8164,1,1
"29734","K","C",10,8165,1,1
"29735","3","C",3,8165,1,1
"29736","8","H",8,8165,1,0
"29737","8","H",8,8166,0,1
"29738","5","C",5,8166,0,1
"29739","9","S",9,8166,0,0
"29740","A","H",1,8167,0,1
"29741","5","C",5,8167,0,1
"29742","Q","S",10,8167,0,0
"29743","9","D",9,8167,0,0
"29744","2","C",2,8168,1,1
"29745","2","S",2,8168,1,1
"29746","K","S",10,8168,1,0
"29747","7","D",7,8168,1,0
"29748","8","D",8,8169,1,1
"29749","2","C",2,8169,1,1
"29750","J","C",10,8169,1,0
"29751","A","S",1,8169,1,0
"29752","7","S",7,8170,0,1
"29753","A","H",1,8170,0,1
"29754","Q","H",10,8170,0,0
"29755","9","D",9,8170,0,0
"29756","3","H",3,8171,0,1
"29757","4","S",4,8171,0,1
"29758","10","S",10,8171,0,0
"29759","J","S",10,8171,0,0
"29760","K","H",10,8172,0,1
"29761","9","H",9,8172,0,1
"29762","J","D",10,8172,0,0
"29763","9","D",9,8173,0,1
"29764","K","H",10,8173,0,1
"29765","J","D",10,8173,0,0
"29766","4","C",4,8174,0,1
"29767","8","C",8,8174,0,1
"29768","Q","D",10,8174,0,0
"29769","2","C",2,8175,1,1
"29770","8","S",8,8175,1,1
"29771","J","D",10,8175,1,0
"29772","A","D",1,8175,1,0
"29773","5","S",5,8176,1,1
"29774","10","C",10,8176,1,1
"29775","6","C",6,8176,1,0
"29776","4","D",4,8177,0,1
"29777","J","D",10,8177,0,1
"29778","2","D",2,8177,0,0
"29779","6","C",6,8177,0,0
"29780","5","C",5,8178,0,1
"29781","Q","C",10,8178,0,1
"29782","4","D",4,8178,0,0
"29783","Q","S",10,8178,0,0
"29784","6","H",6,8179,0,1
"29785","8","C",8,8179,0,1
"29786","5","D",5,8179,0,0
"29787","6","C",6,8179,0,0
"29788","9","C",9,8180,0,1
"29789","J","D",10,8180,0,1
"29790","3","H",3,8180,0,0
"29791","7","C",7,8181,0,1
"29792","Q","H",10,8181,0,1
"29793","K","C",10,8181,0,0
"29794","A","H",1,8182,1,1
"29795","8","H",8,8182,1,1
"29796","Q","D",10,8182,1,0
"29797","2","C",2,8182,1,0
"29798","6","D",6,8183,0,1
"29799","7","D",7,8183,0,1
"29800","10","S",10,8183,0,0
"29801","7","C",7,8184,0,1
"29802","J","H",10,8184,0,1
"29803","Q","D",10,8184,0,0
"29804","7","S",7,8185,0,1
"29805","8","S",8,8185,0,1
"29806","A","C",1,8185,0,0
"29807","9","S",9,8185,0,0
"29808","7","S",7,8186,1,1
"29809","4","D",4,8186,1,1
"29810","Q","D",10,8186,1,0
"29811","6","S",6,8187,1,1
"29812","8","H",8,8187,1,1
"29813","6","D",6,8187,1,0
"29814","A","S",1,8187,1,0
"29815","10","D",10,8188,0,1
"29816","9","H",9,8188,0,1
"29817","10","C",10,8188,0,0
"29818","A","H",1,8189,0,1
"29819","7","H",7,8189,0,1
"29820","5","C",5,8189,0,0
"29821","K","C",10,8189,0,0
"29822","2","D",2,8190,0,1
"29823","6","H",6,8190,0,1
"29824","6","C",6,8190,0,0
"29825","A","S",1,8190,0,0
"29826","2","C",2,8190,0,0
"29827","K","S",10,8190,0,0
"29828","2","S",2,8191,0,1
"29829","7","S",7,8191,0,1
"29830","4","D",4,8191,0,0
"29831","3","S",3,8191,0,0
"29832","4","S",4,8191,0,0
"29833","K","H",10,8191,0,0
"29834","K","C",10,8192,0,1
"29835","10","H",10,8192,0,1
"29836","3","D",3,8192,0,0
"29837","5","C",5,8193,0,1
"29838","A","D",1,8193,0,1
"29839","10","D",10,8193,0,0
"29840","Q","H",10,8193,0,0
"29841","4","C",4,8194,1,1
"29842","4","D",4,8194,1,1
"29843","6","H",6,8194,1,0
"29844","7","S",7,8194,1,0
"29845","3","S",3,8195,0,1
"29846","2","C",2,8195,0,1
"29847","7","C",7,8195,0,0
"29848","4","S",4,8195,0,0
"29849","10","D",10,8195,0,0
"29850","6","C",6,8196,1,1
"29851","7","S",7,8196,1,1
"29852","8","C",8,8196,1,0
"29853","K","S",10,8197,1,1
"29854","A","C",1,8197,1,1
"29855","9","D",9,8198,0,1
"29856","3","C",3,8198,0,1
"29857","Q","D",10,8198,0,0
"29858","6","C",6,8199,0,1
"29859","6","H",6,8199,0,1
"29860","3","D",3,8199,0,0
"29861","3","C",3,8199,0,0
"29862","10","D",10,8199,0,0
"29863","8","C",8,8200,0,1
"29864","Q","D",10,8200,0,1
"29865","A","D",1,8200,0,0
"29866","9","H",9,8200,0,0
"29867","3","H",3,8201,0,1
"29868","K","C",10,8201,0,1
"29869","5","S",5,8201,0,0
"29870","9","C",9,8201,0,0
"29871","J","D",10,8202,1,1
"29872","A","D",1,8202,1,1
"29873","A","D",1,8203,0,1
"29874","3","S",3,8203,0,1
"29875","9","S",9,8203,0,0
"29876","4","H",4,8203,0,0
"29877","5","S",5,8203,0,0
"29878","Q","H",10,8204,0,1
"29879","J","S",10,8204,0,1
"29880","5","H",5,8204,0,0
"29881","Q","H",10,8205,1,1
"29882","6","D",6,8205,1,1
"29883","5","H",5,8205,1,0
"29884","10","D",10,8206,1,1
"29885","A","H",1,8206,1,1
"29886","9","S",9,8207,0,1
"29887","A","C",1,8207,0,1
"29888","5","H",5,8207,0,0
"29889","K","S",10,8207,0,0
"29890","4","D",4,8208,0,1
"29891","3","C",3,8208,0,1
"29892","7","C",7,8208,0,0
"29893","3","H",3,8208,0,0
"29894","6","H",6,8208,0,0
"29895","3","C",3,8209,0,1
"29896","Q","C",10,8209,0,1
"29897","9","H",9,8209,0,0
"29898","2","C",2,8210,0,1
"29899","Q","C",10,8210,0,1
"29900","4","H",4,8210,0,0
"29901","8","D",8,8210,0,0
"29902","9","H",9,8211,0,1
"29903","J","S",10,8211,0,1
"29904","Q","D",10,8211,0,0
"29905","K","S",10,8212,0,1
"29906","3","H",3,8212,0,1
"29907","9","S",9,8212,0,0
"29908","5","S",5,8213,1,1
"29909","K","C",10,8213,1,1
"29910","6","H",6,8213,1,0
"29911","6","S",6,8214,0,1
"29912","3","S",3,8214,0,1
"29913","J","D",10,8214,0,0
"29914","K","H",10,8214,0,0
"29915","6","D",6,8215,0,1
"29916","5","D",5,8215,0,1
"29917","A","S",1,8215,0,0
"29918","J","D",10,8215,0,0
"29919","A","C",1,8216,1,1
"29920","5","C",5,8216,1,1
"29921","5","H",5,8216,1,0
"29922","J","D",10,8217,1,1
"29923","A","S",1,8217,1,1
"29924","J","D",10,8218,1,1
"29925","7","D",7,8218,1,1
"29926","3","H",3,8218,1,0
"29927","A","H",1,8218,1,0
"29928","10","S",10,8219,0,1
"29929","K","S",10,8219,0,1
"29930","7","H",7,8219,0,0
"29931","2","H",2,8220,0,1
"29932","10","C",10,8220,0,1
"29933","K","C",10,8220,0,0
"29934","6","H",6,8221,0,1
"29935","Q","C",10,8221,0,1
"29936","4","D",4,8221,0,0
"29937","7","H",7,8221,0,0
"29938","10","S",10,8222,0,1
"29939","5","D",5,8222,0,1
"29940","10","C",10,8222,0,0
"29941","Q","H",10,8223,0,1
"29942","7","C",7,8223,0,1
"29943","6","C",6,8223,0,0
"29944","J","C",10,8224,0,1
"29945","6","H",6,8224,0,1
"29946","A","C",1,8224,0,0
"29947","Q","C",10,8224,0,0
"29948","2","S",2,8225,0,1
"29949","A","S",1,8225,0,1
"29950","7","H",7,8225,0,0
"29951","Q","C",10,8225,0,0
"29952","2","C",2,8225,0,0
"29953","A","S",1,8226,0,1
"29954","2","H",2,8226,0,1
"29955","A","C",1,8226,0,0
"29956","8","D",8,8226,0,0
"29957","7","C",7,8226,0,0
"29958","5","D",5,8226,0,0
"29959","3","H",3,8227,1,1
"29960","Q","H",10,8227,1,1
"29961","3","S",3,8227,1,0
"29962","5","C",5,8227,1,0
"29963","7","S",7,8228,0,1
"29964","8","H",8,8228,0,1
"29965","Q","C",10,8228,0,0
"29966","3","C",3,8229,0,1
"29967","K","C",10,8229,0,1
"29968","4","H",4,8229,0,0
"29969","Q","C",10,8229,0,0
"29970","4","S",4,8230,0,1
"29971","10","C",10,8230,0,1
"29972","10","H",10,8230,0,0
"29973","5","S",5,8231,0,1
"29974","9","D",9,8231,0,1
"29975","J","C",10,8231,0,0
"29976","5","D",5,8232,0,1
"29977","5","C",5,8232,0,1
"29978","5","H",5,8232,0,0
"29979","9","D",9,8232,0,0
"29980","10","D",10,8233,0,1
"29981","7","H",7,8233,0,1
"29982","9","C",9,8233,0,0
"29983","10","C",10,8234,0,1
"29984","Q","C",10,8234,0,1
"29985","10","S",10,8234,0,0
"29986","7","C",7,8235,0,1
"29987","8","H",8,8235,0,1
"29988","K","H",10,8235,0,0
"29989","J","C",10,8236,0,1
"29990","J","D",10,8236,0,1
"29991","K","S",10,8236,0,0
"29992","6","D",6,8237,0,1
"29993","8","S",8,8237,0,1
"29994","K","C",10,8237,0,0
"29995","J","S",10,8238,0,1
"29996","Q","H",10,8238,0,1
"29997","4","C",4,8238,0,0
"29998","10","C",10,8239,1,1
"29999","A","S",1,8239,1,1
"30000","10","H",10,8240,0,1
"30001","2","H",2,8240,0,1
"30002","8","C",8,8240,0,0
"30003","5","D",5,8240,0,0
"30004","2","C",2,8241,0,1
"30005","J","S",10,8241,0,1
"30006","5","H",5,8241,0,0
"30007","2","S",2,8241,0,0
"30008","8","C",8,8241,0,0
"30009","10","D",10,8242,0,1
"30010","2","C",2,8242,0,1
"30011","4","C",4,8242,0,0
"30012","3","H",3,8242,0,0
"30013","5","C",5,8242,0,0
"30014","6","H",6,8243,0,1
"30015","4","H",4,8243,0,1
"30016","9","H",9,8243,0,0
"30017","K","H",10,8243,0,0
"30018","J","H",10,8244,1,1
"30019","4","H",4,8244,1,1
"30020","7","H",7,8244,1,0
"30021","Q","C",10,8245,0,1
"30022","5","H",5,8245,0,1
"30023","K","H",10,8245,0,0
"30024","8","S",8,8246,0,1
"30025","7","S",7,8246,0,1
"30026","9","H",9,8246,0,0
"30027","Q","D",10,8247,0,1
"30028","10","D",10,8247,0,1
"30029","J","C",10,8247,0,0
"30030","A","S",1,8248,1,1
"30031","10","S",10,8248,1,1
"30032","3","C",3,8249,0,1
"30033","J","S",10,8249,0,1
"30034","2","H",2,8249,0,0
"30035","5","H",5,8249,0,0
"30036","9","H",9,8249,0,0
"30037","3","C",3,8250,0,1
"30038","K","C",10,8250,0,1
"30039","Q","H",10,8250,0,0
"30040","J","C",10,8251,1,1
"30041","A","C",1,8251,1,1
"30042","J","D",10,8252,0,1
"30043","K","C",10,8252,0,1
"30044","7","H",7,8252,0,0
"30045","K","H",10,8253,0,1
"30046","J","H",10,8253,0,1
"30047","5","D",5,8253,0,0
"30048","4","S",4,8254,0,1
"30049","8","D",8,8254,0,1
"30050","J","S",10,8254,0,0
"30051","5","H",5,8255,1,1
"30052","K","H",10,8255,1,1
"30053","6","C",6,8255,1,0
"30054","5","C",5,8256,1,1
"30055","10","D",10,8256,1,1
"30056","6","D",6,8256,1,0
"30057","3","S",3,8257,1,1
"30058","Q","C",10,8257,1,1
"30059","2","H",2,8257,1,0
"30060","6","S",6,8257,1,0
"30061","A","C",1,8258,1,1
"30062","4","H",4,8258,1,1
"30063","6","H",6,8258,1,0
"30064","Q","C",10,8259,0,1
"30065","7","C",7,8259,0,1
"30066","J","S",10,8259,0,0
"30067","10","D",10,8260,0,1
"30068","2","S",2,8260,0,1
"30069","Q","D",10,8260,0,0
"30070","Q","S",10,8261,0,1
"30071","6","D",6,8261,0,1
"30072","7","H",7,8261,0,0
"30073","9","D",9,8262,0,1
"30074","5","C",5,8262,0,1
"30075","Q","C",10,8262,0,0
"30076","2","C",2,8263,0,1
"30077","4","C",4,8263,0,1
"30078","Q","S",10,8263,0,0
"30079","K","H",10,8263,0,0
"30080","3","S",3,8264,0,1
"30081","6","S",6,8264,0,1
"30082","10","C",10,8264,0,0
"30083","6","D",6,8264,0,0
"30084","5","D",5,8265,0,1
"30085","J","C",10,8265,0,1
"30086","7","C",7,8265,0,0
"30087","A","H",1,8266,1,1
"30088","10","S",10,8266,1,1
"30089","3","H",3,8267,0,1
"30090","7","C",7,8267,0,1
"30091","4","D",4,8267,0,0
"30092","10","D",10,8267,0,0
"30093","10","C",10,8268,0,1
"30094","10","S",10,8268,0,1
"30095","7","C",7,8268,0,0
"30096","4","H",4,8269,0,1
"30097","Q","C",10,8269,0,1
"30098","10","C",10,8269,0,0
"30099","5","D",5,8270,0,1
"30100","5","C",5,8270,0,1
"30101","7","C",7,8270,0,0
"30102","A","H",1,8270,0,0
"30103","Q","D",10,8270,0,0
"30104","4","S",4,8271,0,1
"30105","6","C",6,8271,0,1
"30106","2","C",2,8271,0,0
"30107","J","S",10,8271,0,0
"30108","8","S",8,8272,0,1
"30109","8","D",8,8272,0,1
"30110","A","C",1,8272,0,0
"30111","Q","H",10,8272,0,0
"30112","K","S",10,8273,0,1
"30113","3","H",3,8273,0,1
"30114","7","S",7,8273,0,0
"30115","9","C",9,8273,0,0
"30116","J","S",10,8274,0,1
"30117","7","S",7,8274,0,1
"30118","8","H",8,8274,0,0
"30119","A","D",1,8275,0,1
"30120","4","C",4,8275,0,1
"30121","K","H",10,8275,0,0
"30122","9","C",9,8275,0,0
"30123","8","H",8,8276,1,1
"30124","A","H",1,8276,1,1
"30125","8","C",8,8276,1,0
"30126","4","H",4,8276,1,0
"30127","3","C",3,8277,0,1
"30128","10","S",10,8277,0,1
"30129","4","H",4,8277,0,0
"30130","5","H",5,8277,0,0
"30131","K","H",10,8278,0,1
"30132","4","C",4,8278,0,1
"30133","8","H",8,8278,0,0
"30134","4","S",4,8279,0,1
"30135","5","H",5,8279,0,1
"30136","6","C",6,8279,0,0
"30137","7","H",7,8279,0,0
"30138","7","S",7,8280,1,1
"30139","9","D",9,8280,1,1
"30140","2","D",2,8280,1,0
"30141","3","C",3,8280,1,0
"30142","K","C",10,8281,0,1
"30143","J","S",10,8281,0,1
"30144","7","C",7,8281,0,0
"30145","J","D",10,8282,0,1
"30146","J","H",10,8282,0,1
"30147","4","H",4,8282,0,0
"30148","3","S",3,8283,0,1
"30149","10","S",10,8283,0,1
"30150","5","C",5,8283,0,0
"30151","6","C",6,8283,0,0
"30152","4","H",4,8284,0,1
"30153","6","S",6,8284,0,1
"30154","10","D",10,8284,0,0
"30155","3","S",3,8284,0,0
"30156","10","C",10,8285,0,1
"30157","3","C",3,8285,0,1
"30158","2","S",2,8285,0,0
"30159","8","H",8,8285,0,0
"30160","J","C",10,8286,1,1
"30161","K","S",10,8286,1,1
"30162","A","D",1,8286,1,0
"30163","3","D",3,8287,1,1
"30164","3","H",3,8287,1,1
"30165","5","C",5,8287,1,0
"30166","10","C",10,8287,1,0
"30167","J","C",10,8288,0,1
"30168","K","C",10,8288,0,1
"30169","7","H",7,8288,0,0
"30170","4","S",4,8289,0,1
"30171","4","H",4,8289,0,1
"30172","9","H",9,8289,0,0
"30173","A","C",1,8289,0,0
"30174","K","C",10,8289,0,0
"30175","2","D",2,8290,0,1
"30176","J","C",10,8290,0,1
"30177","A","D",1,8290,0,0
"30178","3","C",3,8290,0,0
"30179","J","S",10,8290,0,0
"30180","9","S",9,8291,0,1
"30181","9","C",9,8291,0,1
"30182","7","D",7,8291,0,0
"30183","3","H",3,8292,0,1
"30184","K","D",10,8292,0,1
"30185","Q","S",10,8292,0,0
"30186","7","H",7,8293,0,1
"30187","10","H",10,8293,0,1
"30188","9","C",9,8293,0,0
"30189","4","D",4,8294,0,1
"30190","8","D",8,8294,0,1
"30191","J","H",10,8294,0,0
"30192","2","S",2,8295,1,1
"30193","Q","C",10,8295,1,1
"30194","A","D",1,8295,1,0
"30195","6","S",6,8295,1,0
"30196","2","C",2,8295,1,0
"30197","K","S",10,8296,1,1
"30198","2","D",2,8296,1,1
"30199","9","H",9,8296,1,0
"30200","4","S",4,8297,0,1
"30201","6","S",6,8297,0,1
"30202","K","D",10,8297,0,0
"30203","2","H",2,8297,0,0
"30204","5","H",5,8298,0,1
"30205","10","H",10,8298,0,1
"30206","Q","H",10,8298,0,0
"30207","8","D",8,8299,0,1
"30208","3","S",3,8299,0,1
"30209","5","D",5,8299,0,0
"30210","8","H",8,8299,0,0
"30211","3","C",3,8300,0,1
"30212","7","D",7,8300,0,1
"30213","10","C",10,8300,0,0
"30214","Q","S",10,8300,0,0
"30215","3","D",3,8301,0,1
"30216","J","H",10,8301,0,1
"30217","7","S",7,8301,0,0
"30218","7","H",7,8301,0,0
"30219","8","S",8,8302,0,1
"30220","2","C",2,8302,0,1
"30221","4","H",4,8302,0,0
"30222","2","H",2,8302,0,0
"30223","J","C",10,8302,0,0
"30224","Q","C",10,8303,0,1
"30225","10","H",10,8303,0,1
"30226","6","H",6,8303,0,0
"30227","3","C",3,8304,0,1
"30228","5","C",5,8304,0,1
"30229","4","S",4,8304,0,0
"30230","8","H",8,8304,0,0
"30231","6","S",6,8304,0,0
"30232","5","D",5,8305,0,1
"30233","5","C",5,8305,0,1
"30234","2","D",2,8305,0,0
"30235","Q","C",10,8305,0,0
"30236","8","D",8,8306,1,1
"30237","Q","C",10,8306,1,1
"30238","3","S",3,8306,1,0
"30239","3","D",3,8307,0,1
"30240","4","S",4,8307,0,1
"30241","8","C",8,8307,0,0
"30242","A","C",1,8307,0,0
"30243","7","D",7,8307,0,0
"30244","9","H",9,8308,0,1
"30245","A","S",1,8308,0,1
"30246","5","D",5,8308,0,0
"30247","J","H",10,8308,0,0
"30248","J","C",10,8309,0,1
"30249","5","H",5,8309,0,1
"30250","J","S",10,8309,0,0
"30251","J","S",10,8310,0,1
"30252","4","D",4,8310,0,1
"30253","4","S",4,8310,0,0
"30254","8","H",8,8310,0,0
"30255","8","C",8,8311,0,1
"30256","J","H",10,8311,0,1
"30257","10","C",10,8311,0,0
"30258","7","S",7,8312,0,1
"30259","K","H",10,8312,0,1
"30260","9","H",9,8312,0,0
"30261","9","C",9,8313,0,1
"30262","7","C",7,8313,0,1
"30263","K","D",10,8313,0,0
"30264","5","S",5,8314,0,1
"30265","9","H",9,8314,0,1
"30266","8","D",8,8314,0,0
"30267","5","S",5,8315,1,1
"30268","2","S",2,8315,1,1
"30269","2","H",2,8315,1,0
"30270","8","C",8,8315,1,0
"30271","A","S",1,8315,1,0
"30272","3","S",3,8315,1,0
"30273","2","S",2,8316,0,1
"30274","2","D",2,8316,0,1
"30275","10","S",10,8316,0,0
"30276","10","H",10,8316,0,0
"30277","7","C",7,8317,0,1
"30278","6","C",6,8317,0,1
"30279","2","H",2,8317,0,0
"30280","10","H",10,8317,0,0
"30281","7","D",7,8318,0,1
"30282","8","C",8,8318,0,1
"30283","K","S",10,8318,0,0
"30284","J","D",10,8319,0,1
"30285","J","S",10,8319,0,1
"30286","8","S",8,8319,0,0
"30287","5","S",5,8320,1,1
"30288","Q","H",10,8320,1,1
"30289","3","H",3,8320,1,0
"30290","3","D",3,8320,1,0
"30291","Q","D",10,8321,1,1
"30292","A","C",1,8321,1,1
"30293","9","D",9,8322,0,1
"30294","4","H",4,8322,0,1
"30295","5","C",5,8322,0,0
"30296","Q","H",10,8322,0,0
"30297","Q","C",10,8323,1,1
"30298","K","C",10,8323,1,1
"30299","A","H",1,8323,1,0
"30300","2","D",2,8324,0,1
"30301","9","H",9,8324,0,1
"30302","5","S",5,8324,0,0
"30303","6","S",6,8324,0,0
"30304","4","C",4,8325,0,1
"30305","8","S",8,8325,0,1
"30306","3","H",3,8325,0,0
"30307","8","H",8,8325,0,0
"30308","6","C",6,8326,0,1
"30309","Q","H",10,8326,0,1
"30310","4","H",4,8326,0,0
"30311","4","S",4,8326,0,0
"30312","7","S",7,8327,0,1
"30313","Q","D",10,8327,0,1
"30314","8","S",8,8327,0,0
"30315","5","S",5,8328,1,1
"30316","Q","H",10,8328,1,1
"30317","6","D",6,8328,1,0
"30318","A","S",1,8329,0,1
"30319","3","S",3,8329,0,1
"30320","Q","S",10,8329,0,0
"30321","8","H",8,8329,0,0
"30322","5","D",5,8330,0,1
"30323","5","H",5,8330,0,1
"30324","6","H",6,8330,0,0
"30325","J","D",10,8330,0,0
"30326","6","D",6,8331,0,1
"30327","5","D",5,8331,0,1
"30328","7","C",7,8331,0,0
"30329","K","D",10,8331,0,0
"30330","J","S",10,8332,1,1
"30331","2","S",2,8332,1,1
"30332","9","S",9,8332,1,0
"30333","A","H",1,8333,0,1
"30334","4","S",4,8333,0,1
"30335","5","H",5,8333,0,0
"30336","5","S",5,8333,0,0
"30337","7","C",7,8333,0,0
"30338","2","S",2,8334,1,1
"30339","6","S",6,8334,1,1
"30340","5","H",5,8334,1,0
"30341","A","D",1,8334,1,0
"30342","7","S",7,8334,1,0
"30343","10","D",10,8335,1,1
"30344","A","H",1,8335,1,1
"30345","K","C",10,8336,0,1
"30346","9","D",9,8336,0,1
"30347","8","D",8,8336,0,0
"30348","3","S",3,8337,0,1
"30349","5","D",5,8337,0,1
"30350","10","H",10,8337,0,0
"30351","2","C",2,8337,0,0
"30352","3","H",3,8337,0,0
"30353","A","D",1,8338,0,1
"30354","7","S",7,8338,0,1
"30355","9","H",9,8338,0,0
"30356","5","C",5,8338,0,0
"30357","6","H",6,8339,0,1
"30358","K","H",10,8339,0,1
"30359","2","S",2,8339,0,0
"30360","K","D",10,8339,0,0
"30361","6","C",6,8340,0,1
"30362","A","S",1,8340,0,1
"30363","Q","S",10,8340,0,0
"30364","A","D",1,8340,0,0
"30365","8","S",8,8340,0,0
"30366","8","D",8,8341,0,1
"30367","3","S",3,8341,0,1
"30368","2","S",2,8341,0,0
"30369","7","S",7,8341,0,0
"30370","6","C",6,8341,0,0
"30371","4","H",4,8342,1,1
"30372","5","C",5,8342,1,1
"30373","J","C",10,8342,1,0
"30374","2","S",2,8342,1,0
"30375","8","C",8,8343,0,1
"30376","K","S",10,8343,0,1
"30377","10","C",10,8343,0,0
"30378","A","S",1,8344,1,1
"30379","10","C",10,8344,1,1
"30380","J","D",10,8345,0,1
"30381","2","H",2,8345,0,1
"30382","6","D",6,8345,0,0
"30383","9","C",9,8345,0,0
"30384","J","D",10,8346,0,1
"30385","2","D",2,8346,0,1
"30386","Q","C",10,8346,0,0
"30387","9","C",9,8347,0,1
"30388","10","C",10,8347,0,1
"30389","Q","H",10,8347,0,0
"30390","4","D",4,8348,0,1
"30391","A","H",1,8348,0,1
"30392","8","D",8,8348,0,0
"30393","6","C",6,8348,0,0
"30394","7","H",7,8348,0,0
"30395","K","S",10,8349,0,1
"30396","10","D",10,8349,0,1
"30397","Q","S",10,8349,0,0
"30398","3","S",3,8350,0,1
"30399","9","H",9,8350,0,1
"30400","A","S",1,8350,0,0
"30401","2","S",2,8350,0,0
"30402","10","H",10,8350,0,0
"30403","6","S",6,8351,0,1
"30404","10","D",10,8351,0,1
"30405","7","S",7,8351,0,0
"30406","2","S",2,8352,0,1
"30407","8","D",8,8352,0,1
"30408","6","H",6,8352,0,0
"30409","6","S",6,8352,0,0
"30410","6","H",6,8353,0,1
"30411","2","C",2,8353,0,1
"30412","9","D",9,8353,0,0
"30413","5","D",5,8353,0,0
"30414","7","S",7,8354,0,1
"30415","A","D",1,8354,0,1
"30416","J","D",10,8354,0,0
"30417","4","D",4,8354,0,0
"30418","4","C",4,8355,0,1
"30419","6","H",6,8355,0,1
"30420","Q","D",10,8355,0,0
"30421","8","S",8,8355,0,0
"30422","6","S",6,8356,0,1
